cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season,class
2.05,s,y,n,f,d,d,p,7.11,3.75,,i,n,,,f,f,,h,a,e
6.56,f,,r,f,x,c,n,6.03,10.89,,,w,,,f,f,,d,a,p
8.31,x,,n,t,p,,g,11.19,25.81,,y,w,,,f,f,,d,a,e
10.24,x,e,l,f,x,c,w,7.73,20.34,,,w,,,f,f,,d,a,e
8.01,f,t,n,f,s,,n,9.1,12.84,,i,o,,,f,f,,d,a,e
4.72,x,h,r,f,s,c,g,5.95,7.08,,y,l,,,t,e,u,m,u,p
1.61,b,h,n,f,a,,n,4.49,1.33,,t,n,,,f,f,,h,u,p
7.97,f,i,n,f,e,c,n,4.96,12.51,,,w,,,t,r,,w,a,e
3.05,s,w,n,t,d,c,y,4.03,6.43,,,n,,,f,f,,d,u,p
11.61,f,,n,f,e,,w,10.94,14.61,,,w,u,w,t,g,,d,u,p
3.2,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,w,p
9.02,x,,y,f,a,c,w,6.1,15.77,,,g,,,f,f,,d,a,e
5.73,x,y,g,f,s,,y,4.07,7.05,,,w,,,f,f,,d,u,e
9.09,x,y,y,f,a,c,y,12.88,11.66,,y,y,,,t,,,d,a,p
5.79,x,,y,f,a,c,w,4.91,12.11,,,g,,,f,f,,d,u,e
0.75,x,g,n,f,a,,p,3.77,0.96,,h,k,,,f,f,,d,s,p
9.15,x,,n,f,p,,w,9.36,28.44,c,,n,,,f,f,w,d,a,p
5.37,c,t,n,f,e,,w,13.12,12.11,,s,w,u,w,f,f,,d,a,e
6.11,b,y,n,f,,,k,8.74,12.35,,s,w,,,t,z,,d,u,p
2.48,s,y,n,f,d,d,p,4.89,3.42,,i,n,,,f,f,,l,u,e
2.79,x,d,w,f,d,d,p,3.79,2.39,,h,w,,,f,f,,g,a,p
7.24,x,h,y,f,s,,p,6.06,16.99,,i,n,,,f,f,,d,a,p
2.08,x,y,o,f,d,,y,2.93,5.29,,,y,,,f,f,,h,a,p
8.53,x,s,e,f,a,d,w,8.24,14.45,,i,n,,,t,,w,d,w,e
0.97,x,g,w,f,a,d,w,2.58,1.3,,,n,,,f,f,,d,u,p
9.32,s,t,p,t,d,c,p,8.26,15.23,,,p,,,t,f,,d,a,p
1.71,f,h,y,f,,,n,6.91,3.18,,,y,,,f,f,,g,u,p
12.39,x,e,y,t,p,,o,8.7,30.1,,,e,,,f,f,,d,a,p
3.91,x,i,e,f,,,e,5.0,6.22,,,e,,,f,f,n,d,a,p
5.8,x,h,n,f,x,c,n,5.32,5.5,,s,n,,,t,r,,d,w,e
7.97,s,t,y,f,x,c,y,5.6,17.7,,,y,,,f,f,,d,a,p
3.91,f,h,n,f,,c,n,6.12,6.84,,s,w,,w,f,f,k,d,a,e
11.55,x,t,n,t,p,,y,8.95,23.12,,,n,,,f,f,,d,a,e
2.46,s,s,g,f,d,c,w,2.07,5.82,,,w,,,f,f,,g,a,p
3.33,s,w,o,t,d,c,n,3.53,6.09,,,n,,,f,f,,d,u,p
7.28,x,y,n,f,e,c,n,4.26,11.92,,,w,,,t,l,,w,u,e
1.49,f,w,g,f,,d,g,5.26,2.64,,,w,,,f,f,,g,w,e
3.85,x,y,y,f,a,,w,5.69,3.66,,y,y,,,t,r,,g,u,p
8.1,x,e,l,f,x,c,w,7.92,23.4,,,w,,,f,f,,d,a,e
8.86,b,t,w,f,e,c,w,12.4,12.83,,y,w,u,w,t,l,,d,a,p
1.71,f,i,k,f,a,,p,3.28,2.28,,,w,,,f,f,p,g,a,p
6.8,x,d,e,t,d,c,w,7.05,8.87,,,e,,,f,f,,d,a,p
6.81,f,,y,f,s,d,y,6.67,13.9,,i,y,,,f,f,,d,a,p
3.53,s,d,w,f,d,d,p,4.08,2.78,,h,w,,,f,f,,g,a,p
8.05,b,y,n,f,,,p,16.6,16.5,,,w,,,f,f,,d,a,p
8.98,f,s,w,f,e,c,k,22.27,12.66,,s,w,,,t,e,,g,s,e
0.7,x,g,y,f,,,y,3.34,0.74,,,y,,,f,f,,d,a,p
10.12,x,y,y,f,,,w,7.03,25.36,b,,n,,w,t,e,,d,w,e
3.85,b,g,w,f,x,d,w,4.67,3.35,,,y,,,f,f,,g,a,e
7.84,x,,g,t,p,,g,12.94,25.24,,y,w,,,f,f,,d,u,e
0.91,b,t,n,f,,c,k,3.24,2.55,,,n,,,t,f,,m,u,p
8.65,o,,e,f,f,f,f,3.51,26.69,,g,n,,,f,f,,d,s,p
3.32,x,,w,f,x,c,p,7.99,3.87,,,n,,,f,f,,d,u,p
5.37,x,d,n,f,d,c,y,5.42,6.45,,i,y,,,t,,,d,u,p
10.89,x,s,w,f,s,,y,6.84,17.66,,i,n,,,f,f,,d,a,p
2.37,p,t,n,f,a,c,g,7.62,2.71,,t,y,,,t,e,,m,s,p
1.25,x,g,y,f,d,d,n,1.22,2.42,,s,n,,,f,f,,h,a,p
13.28,f,s,r,f,x,,n,6.25,23.34,,,w,,,f,f,,d,u,e
14.7,x,t,k,t,d,c,n,5.05,27.37,,,g,,,f,f,,g,u,p
3.72,x,s,y,f,,c,r,8.49,8.46,,,y,u,w,t,z,k,d,a,p
5.97,x,,y,f,e,,w,5.87,11.88,b,,w,u,w,t,g,,d,u,e
8.15,o,t,n,f,,c,y,1.34,15.79,,,n,,,f,f,,d,w,p
9.43,p,i,n,t,e,,p,8.86,16.49,,y,w,,,t,l,,l,a,e
1.21,x,g,y,f,d,d,n,1.74,2.36,,s,n,,,f,f,,d,a,p
4.04,f,t,n,f,d,,o,5.96,7.12,,t,o,,,f,f,,d,a,e
4.59,x,h,l,f,s,c,u,6.0,7.82,,y,l,,,t,e,u,g,u,p
5.35,b,y,r,f,s,c,u,6.71,9.3,,y,l,,,t,e,u,g,u,p
17.9,f,k,n,f,d,c,y,6.12,35.93,,k,n,,,f,f,,d,u,p
2.17,s,,n,f,f,f,f,6.32,4.94,,,o,,,f,f,,d,a,e
8.9,f,,n,t,,,w,9.67,15.88,b,,w,u,w,t,g,,d,a,e
12.84,x,h,n,f,s,,p,7.83,17.73,,i,n,,,f,f,,d,u,p
3.16,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,u,p
3.83,f,h,n,f,a,d,y,6.87,6.23,,s,n,,,f,f,,d,a,e
1.44,f,w,g,f,,d,k,4.57,2.38,,,w,,,f,f,,d,s,e
4.07,x,h,n,f,,c,k,6.66,6.85,,s,w,,w,f,f,k,d,u,e
8.02,x,i,n,f,a,c,k,8.65,8.93,,i,n,,k,t,z,k,g,a,p
3.9,x,h,n,f,a,c,n,5.14,6.58,,y,o,,,t,z,,d,w,p
7.14,x,d,y,t,p,,r,5.99,12.78,,,y,,,f,f,,d,u,e
9.24,p,i,n,t,e,,p,8.64,16.99,,y,w,,,t,l,,d,a,e
5.83,s,t,r,t,d,,g,4.33,11.89,,t,g,,,f,f,,d,u,p
14.75,p,y,w,f,e,c,k,19.16,13.34,,s,w,,,t,e,,g,w,e
3.33,x,d,w,f,d,d,p,4.41,2.45,,h,w,,,f,f,,g,u,p
5.08,x,,l,f,d,,r,6.54,6.76,,,r,,,f,f,,d,a,e
4.37,x,s,n,f,p,,n,4.73,10.29,,,n,,,f,f,,d,a,e
3.71,x,,y,f,a,c,y,4.7,10.88,,,w,,,f,f,,d,a,e
4.94,x,h,l,f,s,c,g,5.46,6.9,,y,w,,,t,e,u,d,u,p
1.39,s,s,y,f,f,f,f,3.29,5.2,,,y,,,f,f,,d,a,p
4.58,x,s,n,f,p,,n,5.34,11.34,,,n,,,f,f,,d,a,e
3.85,f,,e,f,x,,w,4.83,6.09,,,w,,,f,f,,d,a,p
3.89,f,t,n,f,x,c,p,6.54,4.81,,i,g,,,f,f,,g,a,p
8.24,x,t,y,f,p,,y,7.27,16.01,,,y,,y,t,,,d,u,e
4.15,s,l,n,f,f,f,f,6.2,43.65,,,n,,,f,f,g,d,u,e
4.28,b,y,w,f,e,c,w,4.79,3.71,,k,w,,,t,e,,m,u,p
3.24,x,k,w,f,s,,p,3.86,3.31,,,n,,,f,f,p,g,u,p
3.27,o,,w,f,f,f,f,5.35,27.91,,g,w,,,t,f,,d,a,p
3.59,f,,u,f,a,,w,3.77,5.93,,,y,,,f,f,,d,a,p
6.18,f,t,y,f,x,c,y,4.81,15.57,,,y,,,f,f,,d,a,p
14.56,x,t,n,t,d,c,w,5.3,25.59,,,g,,,f,f,,d,a,p
6.61,f,,n,f,d,c,y,5.99,11.64,b,,n,,,f,f,,l,a,p
5.81,x,y,n,f,e,c,w,4.97,9.86,,y,n,,,f,f,,d,a,e
3.89,x,i,e,f,,,e,5.25,5.89,,,e,,,f,f,n,d,a,p
3.52,x,,y,f,a,c,y,3.46,8.64,,,w,,,f,f,,d,u,e
7.15,x,,g,t,x,,u,7.0,14.72,s,,u,,u,f,f,,d,a,p
1.6,x,w,n,f,,d,g,5.56,2.8,,,w,,,f,f,,d,s,e
20.12,x,d,n,f,p,,w,17.22,35.59,s,y,w,,,f,f,,d,u,e
4.62,x,t,n,f,p,,n,6.82,13.38,,,e,,,f,f,,d,a,e
9.57,x,,n,f,p,,p,9.77,26.68,c,,n,,,f,f,p,d,u,p
15.65,x,e,n,t,e,,w,10.65,18.58,,,w,,,t,,,d,u,e
2.59,b,w,u,f,a,c,u,3.63,4.7,,s,u,,,f,f,,l,a,p
3.07,b,g,w,f,x,d,w,3.82,2.73,,,y,,,f,f,,g,u,e
9.41,x,s,n,f,e,c,p,7.16,9.84,,i,w,,,f,f,p,d,a,e
2.13,c,,u,f,a,c,n,3.57,3.56,,i,w,,,f,f,,d,u,p
5.43,x,e,e,f,a,,w,7.84,10.81,,,n,,w,t,z,,d,a,p
15.36,x,e,n,t,e,,w,9.81,16.91,,,w,,,t,,,d,a,e
5.18,c,e,y,t,x,c,r,4.78,10.98,,,w,,,f,f,,d,s,p
0.92,f,g,e,t,a,,p,5.25,0.96,,,n,,,f,f,,h,a,e
2.67,x,d,w,f,a,d,w,3.31,2.41,,h,w,,,f,f,,g,u,p
4.16,x,h,o,f,a,c,n,4.2,6.19,,y,n,,,t,z,,d,a,p
1.49,x,g,n,f,d,d,n,2.22,2.53,,s,n,,,f,f,,d,u,p
3.63,b,g,n,f,x,d,w,4.34,2.87,,,y,,,f,f,,g,a,e
1.5,b,h,n,f,a,,n,4.8,1.51,,t,n,,,f,f,,d,s,p
10.91,x,t,n,t,p,,y,8.69,23.53,,,n,,,f,f,,d,u,e
10.96,o,,n,f,f,f,f,3.3,24.62,,g,n,,,f,f,,d,s,p
7.35,b,t,w,f,e,c,w,11.6,11.74,,y,w,u,w,t,e,,d,a,p
6.3,x,y,n,f,a,c,n,8.67,8.65,,y,y,,,t,,,d,u,p
1.11,b,h,n,f,a,,n,4.59,1.39,,t,n,,,f,f,,d,a,p
9.1,x,t,n,t,p,,y,8.87,18.62,,,n,,w,t,p,,d,a,e
4.37,x,y,g,f,s,,y,3.62,6.04,,,w,,,f,f,,d,u,e
3.04,b,y,n,f,,c,n,6.43,3.38,,,w,,,f,f,,d,s,e
1.57,b,h,n,f,a,,n,4.6,1.64,,t,n,,,f,f,,d,u,p
2.74,b,,k,f,a,,k,8.45,2.55,,,g,,w,f,f,k,g,a,p
11.15,x,s,y,f,x,,n,6.97,21.43,,,p,,,f,f,,d,u,e
4.08,f,d,b,f,x,c,w,4.94,2.93,b,i,n,,,f,f,,d,a,p
2.99,x,s,p,f,a,c,e,4.13,6.48,,,o,,,f,f,,m,w,e
17.28,p,w,n,f,p,,y,20.33,71.61,,,n,,,f,f,,d,u,e
7.04,f,,y,f,a,c,w,5.69,12.39,,,w,,,f,f,,d,a,e
4.97,x,d,y,t,p,,y,7.52,14.64,,,y,,,f,f,,d,u,e
0.94,c,g,n,t,a,,p,5.31,0.9,,,n,,,f,f,,h,u,e
4.45,s,d,e,t,d,c,y,5.37,7.28,,,n,,,f,f,,d,u,p
6.25,x,,y,f,s,d,y,6.08,15.02,,i,y,,,f,f,,d,a,p
5.96,c,k,w,t,x,c,y,6.1,11.27,,,w,,,f,f,,d,u,p
6.53,f,t,o,f,s,,y,8.9,11.93,,t,o,,,f,f,,d,a,e
7.13,x,i,n,f,a,c,k,8.34,8.83,,i,n,,k,t,z,k,g,a,p
6.99,x,y,y,f,a,c,n,11.41,10.92,,y,y,,,t,,,d,a,p
1.36,f,h,y,f,,,y,5.57,2.32,,,y,,,f,f,,g,u,p
6.68,x,h,e,f,x,,w,13.92,7.32,r,g,n,,,f,f,,d,u,p
8.43,f,t,n,t,d,c,n,4.99,13.13,,,n,,,f,f,,h,u,p
4.09,f,,y,f,x,,w,4.47,6.85,,,w,,,f,f,,d,u,p
6.53,x,w,p,f,s,c,p,4.44,9.14,,,p,,,f,f,,d,w,p
6.41,x,t,y,t,x,c,y,6.14,13.36,,,w,,,f,f,,d,a,e
5.76,x,y,n,f,e,c,w,5.4,9.87,,y,n,,,f,f,,d,u,e
13.17,f,,g,f,e,,w,11.27,16.99,,,w,u,w,t,e,,d,u,p
10.83,f,,g,f,s,c,b,6.95,19.43,,,b,,,f,f,,d,w,e
3.7,f,s,b,f,d,d,b,5.83,11.16,,,w,,,f,f,,m,w,e
14.74,f,s,n,f,d,c,y,5.79,32.21,,k,n,,,f,f,,d,u,p
5.49,b,d,n,f,d,c,n,4.82,5.56,,i,y,,,t,,,d,a,p
7.51,s,t,n,f,x,c,y,5.41,12.76,,,y,,,f,f,,d,a,p
8.25,f,w,e,f,x,,w,16.74,7.72,r,g,n,,,f,f,,d,u,p
7.41,b,t,w,f,e,c,w,11.53,11.88,,y,w,u,w,t,l,,d,u,p
10.91,s,t,k,t,d,c,w,4.99,24.56,,,g,,,f,f,,d,a,p
6.52,x,h,n,f,p,d,y,7.76,12.57,,s,n,,,f,f,,h,a,e
3.67,f,s,g,f,d,c,w,2.99,6.38,,,w,,,f,f,,g,u,p
6.19,o,,g,f,f,f,f,6.57,21.13,,,n,,,f,f,,d,s,e
1.53,b,h,n,f,a,,n,5.1,1.67,,t,n,,,f,f,,h,u,p
5.68,s,d,y,f,d,c,o,3.31,6.41,,,o,,,f,f,,h,a,p
7.58,f,h,o,f,s,,n,9.46,13.49,,t,n,,,f,f,,d,a,e
9.66,x,s,n,f,e,c,p,6.02,10.43,,i,w,,,f,f,p,d,a,e
6.81,s,,n,f,d,c,w,5.42,7.89,,s,w,,,f,f,,d,a,e
7.73,x,t,n,f,p,d,y,8.07,13.22,,s,n,,,f,f,,h,u,e
6.39,f,w,p,f,s,c,p,3.62,8.34,,,p,,,f,f,,d,w,p
7.44,s,w,y,f,f,f,f,5.27,15.51,,,y,,,f,f,,d,u,e
2.89,s,,y,f,f,f,f,6.18,6.26,,,y,,,f,f,,d,a,e
4.25,f,,n,f,x,c,p,8.14,4.27,,,p,,,f,f,,l,a,p
10.12,x,,n,t,,,w,9.83,16.28,b,,w,u,w,t,g,,d,a,e
9.75,x,t,n,t,p,,y,6.48,15.67,,,n,,w,t,p,,d,a,e
3.22,x,k,n,f,p,,y,4.57,9.3,,,n,,,f,f,,d,a,e
9.8,f,,g,f,s,c,b,9.1,21.29,,,b,,,f,f,,d,w,e
7.64,s,t,n,t,d,,g,4.39,11.42,,t,r,,,f,f,,d,a,p
5.3,x,t,n,f,e,,w,11.86,12.05,,s,n,u,w,f,f,,d,u,e
1.11,c,g,n,t,a,,w,6.09,0.88,,,n,,,f,f,,d,u,e
6.66,s,l,w,f,d,,w,3.44,9.48,,,w,,,f,f,,g,u,e
4.56,x,,w,f,x,c,w,8.02,8.91,b,,w,,w,t,,,d,s,e
7.58,x,t,n,f,p,d,y,5.52,11.54,,s,n,,,f,f,,g,u,e
2.84,x,y,y,f,a,,w,5.66,3.55,,y,y,,,t,r,,h,u,p
7.33,x,t,y,t,x,c,y,7.47,14.47,,,w,,,f,f,,d,a,e
5.93,s,t,y,f,x,c,y,3.76,11.6,,,y,,,f,f,,d,a,p
1.63,f,w,n,f,,d,g,5.33,2.6,,,w,,,f,f,,d,a,e
10.66,x,i,n,t,e,,p,8.77,17.23,,y,w,,,t,p,,d,a,e
8.94,x,d,w,f,s,c,w,6.01,27.7,,,w,,,f,f,,m,s,e
13.33,f,d,n,f,d,c,y,4.64,26.4,,k,k,,,f,f,,d,a,p
3.24,b,t,n,f,,,k,9.26,5.44,,,w,,,t,,k,g,a,p
20.52,p,d,o,f,p,,w,15.15,34.01,s,y,w,,,f,f,,d,a,e
10.37,p,i,n,t,e,,p,9.26,18.04,,y,w,,,t,l,,d,a,e
9.59,s,s,y,f,x,,n,6.84,21.65,,,n,,,f,f,,d,a,e
4.44,x,y,n,f,s,,g,4.21,7.08,,,w,,,f,f,,d,u,e
7.34,x,h,n,f,p,d,y,6.83,11.09,,s,n,,,f,f,,h,u,e
7.38,x,d,n,t,p,,y,8.28,16.13,,,y,,,f,f,,d,u,e
3.83,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,s,p
9.33,x,,g,f,a,,w,8.72,14.98,,,g,,,f,f,,g,u,e
7.07,x,s,r,t,s,d,w,7.08,17.24,r,i,n,,,f,f,,d,u,p
11.71,x,h,n,t,p,,y,8.07,22.61,,,n,,,f,f,,d,a,e
6.49,x,i,y,f,a,c,n,7.33,7.59,,i,n,,k,t,z,k,g,a,p
7.22,x,t,n,f,s,,n,5.46,6.82,,y,n,,,f,f,,d,a,p
3.96,o,s,r,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,a,p
2.55,s,s,w,f,d,c,w,2.76,7.6,,,w,,,f,f,,g,a,p
3.97,x,t,n,f,s,c,n,5.28,9.08,,,w,,n,t,z,,d,a,p
2.49,x,,b,f,,d,w,6.98,5.02,,,w,,,f,f,,d,a,e
4.15,o,,w,f,f,f,f,5.4,28.08,,g,w,,,t,f,,p,a,p
8.53,x,,y,f,a,c,w,6.51,16.91,,,w,,,f,f,,d,w,e
1.69,o,k,n,f,,,n,5.17,1.56,,,n,,,f,f,,d,w,p
6.31,x,d,n,t,p,,y,6.38,13.97,,,y,,,f,f,,d,u,e
7.03,x,,y,f,e,,w,5.77,11.67,b,,w,u,w,t,g,,d,a,e
7.25,b,t,w,f,e,c,w,12.64,12.24,,y,w,u,w,t,e,,d,a,p
1.65,x,w,g,f,,d,g,5.27,2.56,,,w,,,f,f,,g,s,e
6.13,p,,g,f,f,f,f,4.76,19.34,,,n,,,f,f,,l,s,e
0.72,x,g,n,f,a,,p,3.92,1.0,,h,k,,,f,f,,d,w,p
18.32,p,w,n,f,p,,w,17.03,65.96,,,n,,,f,f,,d,a,e
1.51,x,s,n,f,a,,w,5.53,1.89,,t,y,,,f,f,,g,a,e
1.18,x,g,w,f,a,d,w,2.72,1.43,,,e,,,f,f,,l,a,p
5.18,x,,n,f,x,c,w,8.22,8.98,b,,n,,w,t,,,d,s,e
6.79,s,h,r,t,d,,g,4.35,11.72,,t,n,,,f,f,,d,u,p
18.13,f,y,n,f,,,w,23.12,19.43,s,,n,,,t,m,,d,u,e
4.2,f,g,g,f,a,d,g,7.22,4.22,,s,n,,,f,f,,d,a,e
1.98,f,h,n,f,,,n,8.36,3.14,,,y,,,f,f,,g,a,p
5.6,f,,y,f,s,d,y,6.14,12.73,,i,y,,,f,f,,d,a,p
1.12,b,g,w,f,,,g,3.1,1.5,,,w,,,f,f,,d,w,e
1.16,x,s,y,f,f,f,f,2.72,4.6,,,y,,,f,f,,d,u,p
1.29,b,g,w,f,,,g,3.41,1.62,,,w,,,f,f,,d,u,e
7.18,b,t,w,f,e,c,w,11.53,11.42,,y,w,u,w,t,e,,d,a,p
11.72,x,t,n,f,a,d,w,10.18,32.61,,,w,,,f,f,,d,u,p
8.88,x,i,n,f,e,c,p,5.12,13.13,,,w,,,t,r,,w,u,e
6.39,x,e,e,f,a,,y,8.54,9.67,,,n,,w,t,z,,d,a,p
4.63,f,,y,f,x,c,n,7.43,4.41,,,w,,,f,f,,d,a,e
4.77,f,,n,f,x,c,n,5.98,4.06,,,w,,,f,f,,d,a,e
11.47,x,t,n,t,p,,y,8.8,21.78,,,n,,,f,f,,d,a,e
4.41,x,s,o,f,p,,n,4.58,11.21,,,e,,,f,f,,d,u,e
5.99,x,h,n,f,e,,w,12.05,11.99,,s,n,u,w,f,f,,d,a,e
6.96,f,s,o,f,s,,n,9.01,13.06,,i,n,,,f,f,,d,a,e
4.25,f,d,g,t,d,c,p,4.91,6.64,,,n,,,f,f,,d,a,e
13.94,f,s,n,t,e,,g,13.18,18.01,s,,w,,,t,l,,m,a,e
3.7,x,y,n,f,a,,w,5.97,3.56,,y,y,,,t,r,,h,u,p
8.27,x,g,n,f,e,,w,8.65,16.27,,y,w,u,w,t,p,,d,a,p
8.42,f,s,n,f,d,d,w,8.21,16.2,,i,n,,,t,,w,d,a,e
3.24,o,,k,f,f,f,f,3.57,17.83,,g,n,,,f,f,,d,u,p
4.55,b,h,n,f,,,n,11.42,6.37,,,w,,,t,,k,g,a,p
6.14,x,,y,f,a,c,w,5.33,14.6,,,w,,,f,f,,d,w,e
7.18,s,t,y,f,x,c,y,5.66,15.79,,,y,,,f,f,,d,a,p
7.35,s,d,e,t,d,c,y,7.09,9.38,,,e,,,f,f,,d,a,p
3.3,x,k,n,f,p,,y,3.88,9.5,,,y,,,f,f,,d,a,e
10.96,x,s,e,f,d,d,w,9.52,15.18,,i,n,,,t,,w,d,a,e
3.49,x,s,n,f,p,,n,4.44,11.33,,,n,,,f,f,,d,u,e
9.97,f,e,b,f,,c,b,5.22,20.18,,,w,,,t,f,,d,a,e
4.17,b,t,n,f,x,c,p,6.8,4.78,,i,n,,,f,f,,d,a,p
5.39,c,k,y,t,x,c,y,8.74,14.76,,,w,,,f,f,,d,u,p
6.18,x,d,e,t,d,c,w,7.99,9.24,,,e,,,f,f,,d,a,p
10.36,x,i,n,f,a,,n,11.78,16.35,s,,n,,e,f,f,,d,a,p
3.14,f,,w,f,x,c,p,8.35,3.88,,,n,,,f,f,,d,a,p
6.93,f,g,n,f,s,,y,7.9,10.54,,t,o,,,f,f,,d,a,e
8.12,f,y,n,f,,,w,6.24,23.52,b,,n,,w,t,e,,d,w,e
20.02,x,k,w,t,d,d,n,6.28,29.21,,,w,,,f,f,,d,a,p
17.89,x,t,k,f,a,d,y,6.67,20.61,,,w,,,f,f,w,d,u,e
5.28,f,k,n,f,a,c,n,5.79,6.69,,i,n,,,t,,,d,u,p
8.03,f,y,u,f,s,c,y,7.22,20.69,,y,u,,,f,f,,d,a,p
1.66,x,,n,f,,,k,5.01,2.4,,s,n,,,f,f,k,g,u,p
3.68,b,d,y,f,a,,r,5.12,6.29,,t,y,,,f,f,,m,a,p
5.12,x,h,o,f,a,c,y,6.41,8.7,,g,o,,,f,f,,g,u,p
7.74,x,h,n,f,x,,w,14.18,8.17,r,g,n,,,f,f,,d,u,p
5.22,x,e,e,f,a,,y,7.85,9.34,,,e,,w,t,z,,d,a,p
6.21,x,d,o,f,d,d,b,6.06,11.8,,,w,,,f,f,,d,a,e
6.11,x,d,n,t,d,c,w,7.57,8.58,,,e,,,f,f,,d,a,p
9.34,f,,w,f,d,c,y,2.25,13.66,,,w,,,f,f,,d,w,e
2.91,f,w,p,f,a,,y,4.65,5.08,,t,y,,,f,f,,g,a,p
6.36,f,y,e,f,s,c,y,6.29,16.15,,y,u,,,f,f,,d,a,p
8.22,s,h,g,t,d,,g,4.43,12.36,,t,r,,,f,f,,d,u,p
9.98,x,t,n,f,a,d,w,9.37,28.53,,,w,,,f,f,,d,a,p
16.38,p,d,e,f,p,,w,14.74,35.89,s,y,w,,,f,f,,d,u,e
5.43,s,d,y,f,d,c,o,3.44,6.51,,,o,,,f,f,,h,a,p
4.24,x,s,o,f,p,,n,5.2,10.14,,,n,,,f,f,,d,a,e
1.75,c,t,y,f,,,y,7.34,2.94,,,y,,,f,f,,g,u,p
4.59,s,d,y,f,d,c,o,3.78,6.98,,,y,,,f,f,,d,a,p
6.2,x,i,y,f,a,c,n,7.57,7.46,,i,n,,k,t,z,k,d,u,p
2.65,s,,y,f,f,f,f,6.45,6.64,,,o,,,f,f,,d,a,e
5.36,x,e,e,f,a,,n,8.17,10.26,,,n,,w,t,z,,d,a,p
3.55,b,s,y,f,,c,r,7.31,6.82,,,y,u,w,t,z,r,d,u,p
4.06,f,l,n,f,x,d,e,6.47,5.28,,,n,,,f,f,,d,u,p
13.09,f,,g,f,d,c,w,2.31,14.14,,,w,,,f,f,,d,a,e
15.04,p,y,w,f,,,w,26.58,18.58,s,,n,,,t,m,,d,u,e
9.85,x,s,n,f,e,c,p,8.98,10.85,,i,w,,,f,f,p,d,s,e
1.95,f,,u,f,a,c,w,2.69,3.38,,i,w,,,f,f,,d,a,p
11.06,x,s,n,f,s,,y,8.2,17.66,,i,n,,,f,f,,d,a,p
8.6,f,y,y,f,s,c,y,7.92,17.55,,y,e,,,f,f,,d,a,p
3.64,x,h,n,f,x,c,n,4.46,5.57,,y,n,,,t,r,,d,a,e
3.39,o,l,n,f,f,f,f,7.71,53.21,,,n,,,f,f,g,l,u,e
5.03,s,l,n,f,f,f,f,7.81,71.69,,,n,,,f,f,g,l,a,e
7.06,x,e,e,f,a,,w,8.76,10.75,,,n,,w,t,z,,d,a,p
5.69,c,t,n,f,e,,w,12.79,13.49,,s,w,u,w,f,f,,d,a,e
1.0,b,t,y,f,,c,g,4.21,2.52,,,n,,,t,f,,g,a,p
1.01,x,g,w,f,a,d,w,2.97,1.45,,,n,,,f,f,,l,a,p
1.4,x,k,n,f,,,n,2.76,1.25,,,n,,,f,f,,d,u,p
6.08,f,,g,f,d,c,w,5.75,10.15,b,,n,,,f,f,,d,w,p
16.35,f,k,w,t,d,d,w,6.64,30.65,,,w,,,f,f,,d,w,p
0.54,x,g,o,f,,,y,3.38,0.58,,,w,,,f,f,,d,u,p
6.7,f,,r,f,x,c,n,6.09,11.42,,,w,,,f,f,,d,a,p
4.43,x,t,n,f,d,,o,6.65,8.79,,t,o,,,f,f,,d,a,e
0.84,b,t,y,f,,c,k,3.38,2.65,,,n,,,t,f,,m,u,p
3.46,o,t,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,u,p
11.74,x,s,r,f,x,,n,7.66,26.21,,,w,,,f,f,,d,a,e
7.88,f,,b,f,d,c,w,2.26,13.38,,,w,,,f,f,,d,a,e
5.59,x,s,e,f,e,,y,6.57,7.98,,,k,,,f,f,,g,u,p
5.23,b,h,n,f,,,n,11.52,6.36,,,w,,,t,,k,g,a,p
7.98,x,,n,f,a,,w,7.32,12.63,,,w,,,f,f,,g,u,e
2.97,x,t,n,f,s,c,n,5.09,6.85,,,w,,n,t,z,,d,u,p
15.15,x,k,n,t,p,,o,9.88,35.87,c,,y,,,f,f,,d,u,p
10.49,x,d,y,t,p,,r,7.01,13.0,,,y,,,f,f,,d,a,e
10.65,s,,w,t,d,c,y,6.46,25.97,,,w,,,f,f,,d,u,e
9.9,x,h,r,f,,c,w,11.19,14.81,,,w,u,w,t,g,,d,u,p
1.4,o,k,n,f,,,n,3.64,1.29,,,n,,,f,f,,d,s,p
11.58,s,,w,t,d,c,y,6.0,25.61,,,w,,,f,f,,d,a,e
17.14,x,d,o,f,p,,y,4.83,32.29,,,n,,,f,f,,d,w,p
4.04,o,s,y,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,u,p
3.05,f,,u,f,a,c,n,2.64,3.25,,i,u,,,f,f,,p,a,p
1.29,x,s,y,f,f,f,f,4.08,6.28,,,y,,,f,f,,d,a,p
